"Data","Zamkniecie","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"11.08.2022","115,18","114,24","115,30","113,78","2,76M","0,73%"
"12.08.2022","114,58","115,14","115,54","114,58","2,41M","-0,52%"
"15.08.2022","115,64","114,80","115,64","114,32","1,93M","0,93%"
"16.08.2022","115,22","115,60","115,64","114,58","1,96M","-0,36%"
"17.08.2022","116,86","115,28","117,32","115,26","2,54M","1,42%"
"18.08.2022","116,42","116,40","117,14","116,10","1,75M","-0,38%"
"19.08.2022","116,92","116,10","117,48","116,02","2,30M","0,43%"
"22.08.2022","117,24","116,60","117,56","116,20","1,76M","0,27%"
"23.08.2022","115,14","116,64","116,64","115,02","2,78M","-1,79%"
"24.08.2022","116,28","115,00","116,32","114,90","2,37M","0,99%"
"25.08.2022","116,84","116,56","117,38","115,88","2,09M","0,48%"
"26.08.2022","115,50","116,62","116,88","115,14","2,37M","-1,15%"
"29.08.2022","115,46","115,36","116,02","114,50","2,07M","-0,03%"
"30.08.2022","115,16","115,80","116,56","114,78","2,61M","-0,26%"
"31.08.2022","114,58","115,20","115,52","113,80","3,87M","-0,50%"
"01.09.2022","112,96","114,66","114,66","112,96","3,13M","-1,41%"
"02.09.2022","113,42","113,36","113,92","112,92","3,07M","0,41%"
"05.09.2022","113,00","112,12","113,30","111,54","1,90M","-0,37%"
"06.09.2022","112,42","113,10","114,20","112,04","2,89M","-0,51%"
"07.09.2022","111,20","112,16","112,22","110,78","2,89M","-1,09%"
"08.09.2022","110,10","110,80","111,16","108,76","4,08M","-0,99%"
"09.09.2022","111,62","110,22","112,16","110,04","3,34M","1,38%"
"12.09.2022","111,86","112,00","112,10","111,16","3,64M","0,22%"
"13.09.2022","112,08","111,92","113,52","111,86","3,28M","0,20%"
"14.09.2022","109,10","111,20","111,52","109,10","3,77M","-2,66%"
"15.09.2022","108,74","109,00","109,88","108,22","2,81M","-0,33%"
"16.09.2022","106,82","107,90","108,66","106,68","14,19M","-1,77%"
"19.09.2022","107,84","107,00","108,56","106,74","2,88M","0,95%"
"20.09.2022","106,32","107,56","108,30","106,32","2,97M","-1,41%"
"21.09.2022","106,34","106,26","107,02","105,92","3,51M","0,02%"
"22.09.2022","107,38","105,76","108,72","105,30","4,89M","0,98%"
"23.09.2022","107,08","107,14","108,52","106,66","3,74M","-0,28%"
"26.09.2022","106,52","106,98","108,20","105,82","4,76M","-0,52%"
"27.09.2022","106,32","106,52","107,72","106,30","4,34M","-0,19%"
"28.09.2022","105,76","105,68","106,62","104,60","4,54M","-0,53%"
"29.09.2022","106,56","105,82","106,86","104,76","4,76M","0,76%"
"30.09.2022","107,08","106,48","107,30","105,54","3,66M","0,49%"
"03.10.2022","106,46","106,40","106,86","105,08","2,98M","-0,58%"
"04.10.2022","107,48","106,40","107,82","106,12","3,27M","0,96%"
"05.10.2022","107,06","107,22","107,88","106,64","2,67M","-0,39%"
"06.10.2022","106,34","107,06","108,62","106,22","2,71M","-0,67%"
"07.10.2022","106,02","106,02","107,62","105,86","3,04M","-0,30%"
"10.10.2022","105,98","105,78","106,34","104,76","3,09M","-0,04%"
"11.10.2022","105,74","105,64","105,90","103,94","4,66M","-0,23%"
"12.10.2022","106,14","105,70","106,68","105,58","3,84M","0,38%"
"13.10.2022","104,98","106,10","106,34","103,42","4,64M","-1,09%"
"14.10.2022","105,66","105,42","106,94","105,42","3,70M","0,65%"
"17.10.2022","107,56","105,34","107,88","105,20","2,68M","1,80%"
"18.10.2022","107,78","107,62","108,56","107,00","3,00M","0,20%"
"19.10.2022","106,40","107,90","108,06","106,40","3,13M","-1,28%"
"20.10.2022","105,86","106,70","107,08","105,44","3,60M","-0,51%"
"21.10.2022","105,34","104,94","106,26","104,70","4,00M","-0,49%"
"24.10.2022","107,12","106,30","107,64","106,02","2,76M","1,69%"
"25.10.2022","108,16","107,34","108,36","107,06","2,57M","0,97%"
"26.10.2022","108,36","108,12","108,36","107,02","2,45M","0,18%"
"27.10.2022","107,30","108,52","108,56","106,92","2,53M","-0,98%"
"28.10.2022","107,76","105,42","107,92","105,40","2,48M","0,43%"
"31.10.2022","109,04","107,84","109,04","107,36","3,45M","1,19%"
"01.11.2022","108,44","109,04","109,50","108,28","2,49M","-0,55%"
"02.11.2022","108,98","108,68","109,62","108,24","3,09M","0,50%"
"03.11.2022","108,16","108,76","108,90","107,58","2,52M","-0,75%"
"04.11.2022","108,66","107,90","109,62","107,48","3,19M","0,46%"
"07.11.2022","107,58","108,42","108,70","107,22","2,42M","-0,99%"
"08.11.2022","107,92","107,26","108,34","107,02","2,81M","0,32%"
"09.11.2022","109,12","107,58","109,12","107,30","2,36M","1,11%"
"10.11.2022","110,08","108,82","110,72","108,52","4,01M","0,88%"
"11.11.2022","108,06","110,02","110,24","107,38","4,84M","-1,84%"
"14.11.2022","108,08","108,10","109,24","107,50","2,96M","0,02%"
"15.11.2022","107,76","108,00","109,80","107,76","3,07M","-0,30%"
"16.11.2022","108,46","108,16","108,78","107,74","3,32M","0,65%"
"17.11.2022","109,88","108,92","110,10","108,74","2,93M","1,31%"
"18.11.2022","110,88","110,20","111,50","110,10","4,14M","0,91%"
"21.11.2022","112,14","110,50","112,54","110,50","3,64M","1,14%"
"22.11.2022","112,28","112,22","112,76","111,70","2,14M","0,12%"
"23.11.2022","112,92","112,10","112,92","112,04","2,49M","0,57%"
"24.11.2022","113,12","112,98","113,66","112,14","2,85M","0,18%"
"25.11.2022","113,00","113,46","113,46","112,70","2,12M","-0,11%"
"28.11.2022","113,50","112,74","113,86","112,54","2,44M","0,44%"
"29.11.2022","111,26","113,14","113,48","111,26","3,91M","-1,97%"
"30.11.2022","112,34","111,50","113,80","111,12","11,29M","0,97%"
"01.12.2022","113,72","112,50","114,54","112,50","3,51M","1,23%"
"02.12.2022","113,00","112,96","113,80","112,52","3,17M","-0,63%"
"05.12.2022","111,30","112,68","112,78","111,28","3,28M","-1,50%"
"06.12.2022","111,58","111,44","112,36","111,40","3,91M","0,25%"
"07.12.2022","109,26","110,60","111,22","109,26","4,29M","-2,08%"
"08.12.2022","109,42","108,80","109,76","108,40","4,25M","0,15%"
"09.12.2022","109,24","109,54","109,94","109,00","4,71M","-0,16%"
"12.12.2022","109,50","109,00","109,66","108,76","3,19M","0,24%"
"13.12.2022","109,56","109,56","110,58","108,70","3,33M","0,05%"
"14.12.2022","111,04","109,30","111,44","108,82","3,41M","1,35%"
"15.12.2022","107,66","110,78","111,00","107,66","4,39M","-3,04%"
"16.12.2022","107,16","108,26","108,82","107,16","7,60M","-0,46%"
"19.12.2022","107,92","107,36","108,46","107,16","2,85M","0,71%"
"20.12.2022","106,94","107,20","108,28","106,94","3,50M","-0,91%"
"21.12.2022","108,46","106,96","108,60","106,94","2,34M","1,42%"
"22.12.2022","107,98","108,62","109,30","107,82","2,67M","-0,44%"
"23.12.2022","107,82","107,98","108,40","107,32","1,83M","-0,15%"
"27.12.2022","108,10","108,00","108,30","107,66","1,45M","0,26%"
"28.12.2022","108,10","107,98","108,52","107,58","2,13M","0,00%"
"29.12.2022","108,26","107,22","108,26","106,60","2,17M","0,15%"
"30.12.2022","107,14","108,00","108,12","107,08","2,43M","-1,03%"
"03.01.2023","108,92","108,24","109,38","107,58","3,67M","1,66%"
"04.01.2023","110,80","109,32","110,96","109,32","2,78M","1,73%"
"05.01.2023","110,48","110,66","110,92","110,00","2,53M","-0,29%"
"06.01.2023","111,10","110,80","111,10","110,18","2,18M","0,56%"
"09.01.2023","111,62","111,30","111,72","110,32","2,95M","0,47%"
"10.01.2023","111,38","111,06","111,48","110,54","2,20M","-0,22%"
"11.01.2023","112,98","111,16","114,00","111,14","4,00M","1,44%"
"12.01.2023","113,58","114,00","114,52","113,30","3,34M","0,53%"
"13.01.2023","113,96","113,60","114,38","113,30","2,02M","0,33%"
"16.01.2023","115,18","114,18","115,18","113,80","2,65M","1,07%"
"17.01.2023","114,60","114,90","115,12","114,12","2,70M","-0,50%"
"18.01.2023","112,44","114,38","114,40","112,30","4,15M","-1,88%"
"19.01.2023","112,32","112,32","113,80","112,08","3,59M","-0,11%"
"20.01.2023","112,04","112,68","112,90","111,88","2,52M","-0,25%"
"23.01.2023","113,18","112,40","113,24","112,06","1,99M","1,02%"
"24.01.2023","112,56","113,06","113,40","112,16","2,38M","-0,55%"
"25.01.2023","112,70","112,58","112,72","112,00","2,52M","0,12%"
"26.01.2023","109,80","112,68","113,08","109,72","4,28M","-2,57%"
"27.01.2023","109,54","110,06","110,78","109,28","2,74M","-0,24%"
"30.01.2023","111,18","109,68","111,40","109,50","3,16M","1,50%"
"31.01.2023","111,48","110,92","112,20","110,62","4,44M","0,27%"
"01.02.2023","111,02","111,64","111,70","110,68","2,10M","-0,41%"
"02.02.2023","109,82","111,40","111,50","109,48","4,05M","-1,08%"
"03.02.2023","111,78","109,56","111,90","109,50","2,73M","1,78%"
"06.02.2023","111,48","111,64","111,78","110,94","2,38M","-0,27%"
"07.02.2023","110,04","111,12","111,52","109,68","3,23M","-1,29%"
"08.02.2023","110,38","110,28","111,10","110,08","3,54M","0,31%"
"09.02.2023","109,00","110,92","110,94","109,00","4,06M","-1,25%"
"10.02.2023","109,48","109,02","109,74","108,76","3,29M","0,44%"
"13.02.2023","110,96","109,70","111,10","109,58","2,39M","1,35%"
"14.02.2023","111,30","111,06","111,90","110,94","2,41M","0,31%"
"15.02.2023","110,70","110,76","111,06","110,22","2,68M","-0,54%"
"16.02.2023","107,90","110,02","111,08","107,34","4,33M","-2,53%"
"17.02.2023","109,28","107,50","109,44","106,82","3,77M","1,28%"
"20.02.2023","109,54","109,88","109,88","108,84","1,98M","0,24%"
"21.02.2023","109,62","109,16","109,84","108,64","2,92M","0,07%"
"22.02.2023","110,36","109,80","110,48","108,92","2,26M","0,68%"
"23.02.2023","108,66","110,28","110,32","108,66","3,88M","-1,54%"
"24.02.2023","108,32","109,00","109,40","107,56","3,41M","-0,31%"
"27.02.2023","108,64","108,52","109,34","108,38","4,94M","0,30%"
"28.02.2023","106,08","108,02","108,40","106,08","9,13M","-2,36%"
"01.03.2023","105,60","106,08","106,54","105,52","5,45M","-0,45%"
"02.03.2023","107,74","105,34","108,10","105,10","4,00M","2,03%"
"03.03.2023","107,56","108,00","108,08","107,06","2,32M","-0,17%"
"06.03.2023","105,00","106,38","106,74","105,00","3,60M","-2,38%"
"07.03.2023","105,18","105,02","105,88","104,66","2,94M","0,17%"
"08.03.2023","105,32","105,18","105,82","104,68","3,21M","0,13%"
"09.03.2023","105,66","105,72","106,10","105,14","3,52M","0,32%"
"10.03.2023","105,46","105,40","106,30","105,06","3,86M","-0,19%"
"13.03.2023","106,76","105,64","107,14","104,78","5,11M","1,23%"
"14.03.2023","107,16","106,84","107,16","105,82","3,87M","0,37%"
"15.03.2023","107,24","107,20","107,52","105,68","4,62M","0,07%"
"16.03.2023","109,74","107,82","109,90","107,68","5,11M","2,33%"
"17.03.2023","109,34","110,38","110,42","108,68","13,47M","-0,36%"
"20.03.2023","108,98","108,66","109,62","108,20","2,83M","-0,33%"
"21.03.2023","107,94","109,34","109,50","107,72","4,04M","-0,95%"
"22.03.2023","109,66","107,98","110,12","107,80","3,66M","1,59%"
"23.03.2023","109,64","109,26","109,64","108,70","3,17M","-0,02%"
"24.03.2023","109,64","109,56","110,34","108,86","3,61M","0,00%"
"27.03.2023","109,54","110,28","110,84","109,28","3,38M","-0,09%"
"28.03.2023","110,26","109,88","111,28","109,42","4,60M","0,66%"
"29.03.2023","112,00","110,32","112,12","110,32","3,30M","1,58%"
"30.03.2023","110,74","112,00","112,22","110,44","3,28M","-1,13%"
"31.03.2023","111,46","110,80","111,86","110,64","3,90M","0,65%"
"03.04.2023","112,10","111,30","112,10","111,20","2,85M","0,57%"
"04.04.2023","111,30","112,40","112,40","111,20","2,71M","-0,71%"
"05.04.2023","112,84","110,94","112,86","110,88","2,71M","1,38%"
"06.04.2023","113,72","113,00","113,82","112,36","2,32M","0,78%"
"11.04.2023","113,42","113,80","113,84","112,34","2,90M","-0,26%"
"12.04.2023","112,94","113,04","113,80","112,24","2,72M","-0,42%"
"13.04.2023","111,62","112,64","112,76","111,40","4,13M","-1,17%"
"14.04.2023","112,98","112,34","113,22","112,16","2,70M","1,22%"
"17.04.2023","113,60","113,10","113,82","112,50","2,70M","0,55%"
"18.04.2023","114,00","113,86","114,00","113,10","2,23M","0,35%"
"19.04.2023","114,30","114,20","114,40","113,70","3,46M","0,26%"
"20.04.2023","114,74","114,22","114,96","113,82","2,53M","0,38%"
"21.04.2023","116,30","114,76","116,54","114,52","4,62M","1,36%"
"24.04.2023","114,66","114,06","114,66","113,40","7,04M","-1,41%"
"25.04.2023","115,52","116,30","116,84","114,72","6,15M","0,75%"
"26.04.2023","115,04","115,00","115,74","114,40","6,37M","-0,42%"
"27.04.2023","113,70","114,68","115,24","113,52","4,05M","-1,16%"
"28.04.2023","114,52","113,70","115,16","113,70","3,86M","0,72%"
"02.05.2023","114,56","114,40","115,28","114,16","2,65M","0,03%"
"03.05.2023","116,12","115,26","116,24","115,14","4,07M","1,36%"
"04.05.2023","115,60","115,66","115,90","115,22","3,39M","-0,45%"
"05.05.2023","116,46","115,94","116,48","115,44","2,52M","0,74%"
"08.05.2023","116,38","116,22","116,52","115,92","1,72M","-0,07%"
"09.05.2023","116,42","116,50","116,62","115,78","2,64M","0,03%"
"10.05.2023","114,58","115,98","116,02","113,98","3,06M","-1,58%"
"11.05.2023","115,18","114,62","115,38","114,34","5,37M","0,52%"
"12.05.2023","114,98","115,50","115,74","114,60","1,82M","-0,17%"
"15.05.2023","114,86","115,18","115,86","114,56","2,06M","-0,10%"
"16.05.2023","114,46","114,80","115,08","113,94","1,94M","-0,35%"
"17.05.2023","113,28","114,26","114,48","113,10","3,78M","-1,03%"
"19.05.2023","113,82","113,50","114,24","113,30","2,99M","0,48%"
"22.05.2023","112,96","113,80","113,96","112,66","2,46M","-0,76%"
"23.05.2023","112,42","112,62","113,28","112,24","3,33M","-0,48%"
"24.05.2023","112,22","112,54","112,92","112,02","2,61M","-0,18%"
"25.05.2023","111,30","112,26","112,26","110,58","2,27M","-0,82%"
"26.05.2023","112,06","111,30","112,38","110,90","2,08M","0,68%"
"30.05.2023","108,34","111,70","111,82","108,22","5,79M","-3,32%"
"31.05.2023","107,90","108,06","109,58","107,64","10,56M","-0,41%"
"01.06.2023","108,78","108,34","109,48","108,12","2,76M","0,82%"
"02.06.2023","109,60","108,84","109,62","108,60","2,45M","0,75%"
"05.06.2023","108,78","109,86","109,86","108,60","1,92M","-0,75%"
"06.06.2023","109,16","108,54","109,54","108,30","2,64M","0,35%"
"07.06.2023","107,82","108,70","109,16","107,82","3,62M","-1,23%"
"08.06.2023","107,00","107,64","107,88","107,00","3,01M","-0,76%"
"09.06.2023","107,16","107,54","107,54","106,48","2,42M","0,15%"
"12.06.2023","107,16","107,52","107,98","107,10","2,79M","0,00%"
"13.06.2023","106,64","107,10","107,32","106,12","2,68M","-0,49%"
"14.06.2023","106,52","106,80","107,70","106,52","3,88M","-0,11%"
"15.06.2023","107,92","106,84","108,56","106,68","3,10M","1,31%"
"16.06.2023","108,06","107,06","109,16","107,06","9,95M","0,13%"
"19.06.2023","108,00","108,32","108,78","107,66","2,21M","-0,06%"
"20.06.2023","107,36","107,84","108,58","107,36","2,83M","-0,59%"
"21.06.2023","108,10","107,38","108,26","107,38","2,91M","0,69%"
"22.06.2023","108,18","107,88","108,40","107,32","2,26M","0,07%"
"23.06.2023","108,78","108,58","109,34","108,30","2,58M","0,55%"
"26.06.2023","108,00","108,60","109,00","108,00","2,16M","-0,72%"
"27.06.2023","107,90","108,50","108,50","107,68","2,06M","-0,09%"
"28.06.2023","106,98","107,76","108,14","106,16","3,18M","-0,85%"
"29.06.2023","106,92","107,00","107,36","106,60","2,07M","-0,06%"
"30.06.2023","107,60","106,94","107,98","106,88","3,90M","0,64%"
"03.07.2023","107,84","107,58","108,50","107,52","2,00M","0,22%"
"04.07.2023","106,96","107,90","108,00","106,86","1,74M","-0,82%"
"05.07.2023","106,90","106,76","107,20","106,52","2,60M","-0,06%"
"06.07.2023","106,08","106,68","106,76","105,64","2,59M","-0,77%"
"07.07.2023","104,66","105,78","105,90","104,66","2,51M","-1,34%"
"10.07.2023","105,58","105,04","106,14","105,00","2,21M","0,88%"
"11.07.2023","105,08","105,30","105,52","105,00","2,46M","-0,47%"
"12.07.2023","104,70","105,30","105,36","104,04","3,11M","-0,36%"
"13.07.2023","105,10","104,82","105,58","104,68","1,90M","0,38%"
"14.07.2023","105,20","105,28","105,90","104,98","3,09M","0,10%"
"17.07.2023","104,74","105,40","105,48","104,70","1,89M","-0,44%"
"18.07.2023","104,38","104,32","104,74","104,12","2,38M","-0,34%"
"19.07.2023","104,76","104,44","105,44","104,42","2,91M","0,36%"
"20.07.2023","104,06","104,90","104,90","103,68","3,09M","-0,67%"
"21.07.2023","104,66","104,52","105,02","104,36","2,25M","0,58%"
"24.07.2023","104,40","104,88","105,04","104,16","1,80M","-0,25%"
"25.07.2023","104,60","104,74","105,36","104,60","2,32M","0,19%"
"26.07.2023","105,24","105,18","105,24","103,84","2,73M","0,61%"
"27.07.2023","108,00","106,30","108,48","106,20","4,00M","2,62%"
"28.07.2023","107,36","107,04","108,24","106,50","2,63M","-0,59%"
"31.07.2023","106,88","107,00","107,68","106,70","2,34M","-0,45%"
"02.08.2023","107,30","106,66","107,74","106,40","3,18M","0,39%"
"03.08.2023","105,36","107,00","107,08","105,12","2,86M","-1,81%"
"04.08.2023","104,16","105,30","105,36","103,72","2,80M","-1,14%"
"07.08.2023","104,36","104,16","104,48","103,64","1,97M","0,19%"
"08.08.2023","104,04","104,44","105,04","104,04","2,19M","-0,31%"
"09.08.2023","104,30","103,96","104,64","103,76","1,48M","0,25%"
"10.08.2023","105,04","104,44","105,30","104,44","2,02M","0,71%"
"11.08.2023","104,08","104,88","105,02","104,06","1,65M","-0,91%"
"14.08.2023","104,50","104,40","104,66","104,04","1,60M","0,40%"
"15.08.2023","103,00","104,30","104,32","102,80","2,27M","-1,44%"
"16.08.2023","104,22","103,00","104,36","103,00","2,41M","1,18%"
"17.08.2023","103,30","103,76","103,92","103,24","2,06M","-0,88%"
"18.08.2023","103,86","103,14","103,88","102,78","2,66M","0,54%"
"21.08.2023","104,16","103,60","104,72","103,58","2,32M","0,29%"
"22.08.2023","104,16","104,38","105,18","104,16","1,97M","0,00%"
"23.08.2023","104,72","104,22","105,26","104,12","1,66M","0,54%"
"24.08.2023","105,70","105,36","105,82","105,20","2,49M","0,94%"
"25.08.2023","106,24","105,50","106,50","105,50","2,19M","0,51%"
"28.08.2023","106,56","106,50","106,86","106,36","1,49M","0,30%"
"29.08.2023","106,96","106,80","107,42","106,60","2,39M","0,38%"
"30.08.2023","106,32","107,02","107,26","106,16","2,24M","-0,60%"
"31.08.2023","106,40","106,64","106,84","106,00","7,89M","0,08%"
"01.09.2023","105,46","106,10","106,66","105,26","2,02M","-0,88%"
"04.09.2023","105,04","105,36","105,96","104,88","1,40M","-0,40%"
"05.09.2023","103,74","104,90","104,94","103,74","2,33M","-1,24%"
"06.09.2023","104,20","103,66","104,44","103,32","1,95M","0,44%"
"07.09.2023","105,20","104,14","105,30","103,52","2,20M","0,96%"
"08.09.2023","105,22","105,00","105,46","104,64","1,53M","0,02%"
"11.09.2023","106,10","105,50","106,14","105,28","1,87M","0,84%"
"12.09.2023","105,14","106,12","106,60","105,14","2,21M","-0,90%"
"13.09.2023","104,30","104,92","104,92","103,86","2,60M","-0,80%"
"14.09.2023","104,96","104,80","104,96","104,04","2,77M","0,63%"
"15.09.2023","105,42","104,90","105,90","104,86","7,13M","0,44%"
"18.09.2023","105,72","105,46","106,06","104,88","2,33M","0,28%"
"19.09.2023","105,60","105,46","105,92","104,88","2,46M","-0,11%"
"20.09.2023","106,72","105,86","106,78","105,46","3,05M","1,06%"
"21.09.2023","107,92","106,80","108,08","106,62","3,98M","1,12%"
"22.09.2023","106,90","107,12","107,28","106,34","2,42M","-0,95%"
"25.09.2023","107,14","106,82","107,58","106,58","2,51M","0,22%"
"26.09.2023","105,60","106,52","106,92","105,54","3,12M","-1,44%"
"27.09.2023","103,70","105,54","105,72","103,70","2,95M","-1,80%"
"28.09.2023","102,90","103,68","103,84","102,44","3,13M","-0,77%"
"29.09.2023","103,74","103,30","104,52","103,18","3,82M","0,82%"
"02.10.2023","102,76","103,86","104,06","102,64","2,15M","-0,94%"
"03.10.2023","102,64","103,02","103,48","102,32","2,20M","-0,12%"
"04.10.2023","102,84","102,44","104,04","102,26","2,91M","0,19%"
"05.10.2023","102,90","103,28","103,80","102,68","2,89M","0,06%"
"06.10.2023","100,30","102,20","102,30","98,36","6,65M","-2,53%"
"09.10.2023","101,40","100,82","102,06","100,58","4,43M","1,10%"
"10.10.2023","103,30","102,10","103,38","101,50","3,96M","1,87%"
"11.10.2023","105,16","103,10","105,18","102,80","3,62M","1,80%"
"12.10.2023","103,42","105,24","105,28","103,30","2,15M","-1,65%"
"13.10.2023","103,08","103,20","104,14","102,66","3,11M","-0,33%"
"16.10.2023","102,82","103,06","103,24","102,30","3,35M","-0,25%"
"17.10.2023","102,78","102,80","103,64","102,60","3,17M","-0,04%"
"18.10.2023","102,26","102,60","102,84","101,70","4,38M","-0,51%"
"19.10.2023","98,75","101,00","101,28","98,55","4,74M","-3,43%"
"20.10.2023","98,48","98,00","99,23","97,81","4,25M","-0,27%"
"23.10.2023","97,70","98,23","98,26","97,09","4,33M","-0,79%"
"24.10.2023","98,04","97,32","98,30","97,10","2,48M","0,35%"
"25.10.2023","98,55","98,06","98,55","97,33","3,16M","0,52%"
"26.10.2023","98,88","98,43","99,56","97,86","2,88M","0,33%"
"27.10.2023","97,46","98,00","99,04","97,43","2,85M","-1,44%"
"30.10.2023","97,70","97,59","98,02","97,40","2,38M","0,25%"
"31.10.2023","98,06","97,70","98,44","97,65","3,74M","0,37%"
"01.11.2023","99,38","98,55","99,64","98,37","2,61M","1,35%"
"02.11.2023","100,52","99,36","100,60","99,19","3,03M","1,15%"
"03.11.2023","99,75","100,52","100,60","99,74","1,95M","-0,77%"
"06.11.2023","99,87","100,00","100,20","99,37","1,86M","0,12%"
"07.11.2023","99,62","99,72","100,14","99,46","2,43M","-0,25%"
"08.11.2023","99,07","99,22","99,59","98,66","3,37M","-0,55%"
"09.11.2023","99,91","99,08","100,16","98,76","2,18M","0,85%"
"10.11.2023","99,38","99,95","100,38","99,12","1,83M","-0,53%"
"13.11.2023","98,90","99,47","99,60","98,59","3,27M","-0,48%"
"14.11.2023","99,40","99,18","99,50","98,67","3,21M","0,51%"
"15.11.2023","99,60","99,58","100,50","99,33","2,62M","0,20%"
"16.11.2023","98,63","99,51","99,79","98,44","2,98M","-0,97%"
"17.11.2023","98,99","98,34","99,10","98,07","2,43M","0,37%"
"20.11.2023","98,29","98,60","98,83","98,07","2,38M","-0,71%"
"21.11.2023","99,75","98,00","99,75","97,75","2,30M","1,49%"
"22.11.2023","100,30","99,90","100,46","99,67","2,26M","0,55%"
"23.11.2023","100,34","100,02","100,40","99,90","1,90M","0,04%"
"24.11.2023","100,48","100,10","100,48","99,85","1,54M","0,14%"
"27.11.2023","100,22","100,50","100,82","100,20","2,00M","-0,26%"
"28.11.2023","99,40","99,90","99,90","98,83","2,70M","-0,82%"
"29.11.2023","99,13","99,55","99,76","98,75","2,13M","-0,27%"
"30.11.2023","99,35","98,70","99,39","97,87","7,39M","0,22%"
"01.12.2023","98,95","99,48","99,68","98,36","2,46M","-0,40%"
"04.12.2023","99,97","99,20","100,18","98,98","2,09M","1,03%"
"05.12.2023","99,62","100,12","100,24","99,26","2,41M","-0,35%"
"06.12.2023","99,40","99,43","99,58","98,35","3,23M","-0,22%"
"07.12.2023","98,67","99,44","99,62","98,67","2,33M","-0,73%"
"08.12.2023","99,38","98,73","99,59","98,25","2,39M","0,72%"
"11.12.2023","99,02","98,70","99,30","97,86","3,18M","-0,36%"
"12.12.2023","98,94","98,57","99,37","98,55","3,37M","-0,08%"
"13.12.2023","98,43","98,56","99,49","98,21","3,79M","-0,52%"
"14.12.2023","97,72","99,37","99,55","97,62","4,34M","-0,72%"
"15.12.2023","98,11","97,81","98,65","96,89","8,92M","0,40%"
"18.12.2023","98,08","97,80","98,36","97,37","2,39M","-0,03%"
"19.12.2023","96,57","98,11","98,47","96,57","4,15M","-1,54%"
"20.12.2023","96,58","96,52","97,35","96,12","3,73M","0,01%"
"21.12.2023","96,99","96,15","97,34","96,15","2,59M","0,42%"
"22.12.2023","97,20","96,65","97,35","96,65","1,81M","0,22%"
"27.12.2023","96,84","96,70","97,06","96,61","1,84M","-0,37%"
"28.12.2023","96,79","96,77","97,19","96,64","1,72M","-0,05%"
"29.12.2023","97,51","97,10","97,64","96,94","1,98M","0,74%"
"03.01.2024","99,30","98,35","100,70","97,95","5,30M","1,84%"
"04.01.2024","98,77","98,77","99,22","97,98","2,75M","-0,53%"
"05.01.2024","98,63","98,41","99,12","98,20","1,74M","-0,14%"
"08.01.2024","98,79","98,54","99,06","98,00","1,94M","0,16%"
"09.01.2024","98,82","98,35","98,82","97,46","3,22M","0,03%"
"10.01.2024","98,27","98,56","99,01","98,27","3,82M","-0,56%"
"11.01.2024","96,68","98,06","98,25","96,68","2,99M","-1,62%"
"12.01.2024","97,74","97,31","97,84","96,57","3,55M","1,10%"
"15.01.2024","97,22","97,84","98,48","97,22","2,01M","-0,53%"
"16.01.2024","98,39","97,18","98,51","97,00","2,93M","1,20%"
"17.01.2024","98,18","98,49","98,49","97,45","3,00M","-0,21%"
"18.01.2024","97,61","97,66","98,10","97,21","2,55M","-0,58%"
"19.01.2024","97,43","98,20","98,77","97,32","3,72M","-0,18%"
"22.01.2024","97,49","97,54","97,81","96,60","2,65M","0,06%"
"23.01.2024","95,90","97,69","97,72","95,86","3,11M","-1,63%"
"24.01.2024","95,32","95,38","96,12","95,01","3,63M","-0,60%"
"25.01.2024","96,20","95,07","96,20","94,42","3,69M","0,92%"
"26.01.2024","98,49","96,30","98,49","96,30","4,08M","2,38%"
