"Data","Zamkniecie","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"06.11.2024","34,78","34,62","35,05","34,48","1,75M","0,83%"
"07.11.2024","35,13","34,90","35,30","34,51","1,65M","1,02%"
"08.11.2024","34,65","35,30","35,30","34,46","1,29M","-1,37%"
"12.11.2024","34,21","34,65","34,80","33,91","3,42M","-1,28%"
"13.11.2024","35,12","34,21","35,40","34,16","2,85M","2,66%"
"14.11.2024","31,14","33,99","33,99","29,10","12,77M","-11,33%"
"15.11.2024","29,15","30,80","30,80","29,14","5,79M","-6,38%"
"18.11.2024","28,63","29,08","29,28","28,31","4,00M","-1,78%"
"19.11.2024","28,00","28,90","28,93","27,45","4,25M","-2,20%"
"20.11.2024","28,25","28,40","28,44","27,83","2,51M","0,88%"
"21.11.2024","28,92","28,38","29,15","28,01","2,38M","2,39%"
"22.11.2024","28,82","29,19","29,35","28,60","2,73M","-0,36%"
"25.11.2024","29,29","29,20","29,55","28,92","4,16M","1,65%"
"26.11.2024","28,95","29,30","29,30","28,50","1,96M","-1,16%"
"27.11.2024","28,95","29,10","29,20","28,80","1,21M","0,00%"
"28.11.2024","28,50","28,96","29,15","28,40","1,33M","-1,54%"
"29.11.2024","28,77","28,40","28,95","28,30","1,75M","0,93%"
"02.12.2024","29,20","28,80","29,67","28,56","1,87M","1,49%"
"03.12.2024","28,99","29,50","29,65","28,80","2,21M","-0,72%"
"04.12.2024","30,26","29,10","30,36","28,98","2,32M","4,40%"
"05.12.2024","30,37","30,41","30,50","29,95","2,23M","0,35%"
"06.12.2024","30,35","30,37","30,93","30,25","2,08M","-0,07%"
"09.12.2024","29,84","30,44","30,50","29,84","1,52M","-1,66%"
"10.12.2024","30,30","29,84","30,70","29,24","3,36M","1,52%"
"11.12.2024","30,10","30,18","30,27","29,65","1,52M","-0,66%"
"12.12.2024","28,70","29,98","30,09","28,38","3,56M","-4,65%"
"13.12.2024","29,06","28,72","29,24","28,55","2,39M","1,25%"
"16.12.2024","29,13","29,00","29,16","28,42","1,87M","0,22%"
"17.12.2024","28,45","29,13","29,20","27,94","1,88M","-2,30%"
"18.12.2024","28,03","28,32","28,59","27,92","2,04M","-1,49%"
"19.12.2024","27,99","27,80","28,01","27,55","2,52M","-0,14%"
"20.12.2024","27,89","27,88","27,89","27,31","3,30M","-0,36%"
"23.12.2024","27,85","27,95","28,18","27,62","1,57M","-0,14%"
"27.12.2024","27,67","27,80","27,83","27,36","1,01M","-0,63%"
"30.12.2024","27,08","27,66","27,68","27,02","1,43M","-2,15%"
"02.01.2025","28,24","27,50","28,24","27,20","1,69M","4,28%"
"03.01.2025","27,70","28,24","28,25","27,56","1,70M","-1,89%"
"07.01.2025","27,60","28,00","28,03","27,60","1,86M","-0,38%"
"08.01.2025","27,18","27,70","27,71","27,01","2,30M","-1,52%"
"09.01.2025","27,17","27,20","27,30","26,77","1,06M","-0,02%"
"10.01.2025","26,60","27,19","27,38","26,42","1,77M","-2,12%"
"13.01.2025","25,67","26,58","26,58","25,66","2,12M","-3,50%"
"14.01.2025","25,91","25,83","26,20","25,66","1,88M","0,92%"
"15.01.2025","26,65","26,00","26,65","25,63","2,13M","2,86%"
"16.01.2025","26,67","26,70","26,90","26,42","1,92M","0,09%"
"17.01.2025","26,91","26,75","27,12","25,85","2,46M","0,88%"
"20.01.2025","26,74","26,95","27,18","26,69","1,92M","-0,63%"
"21.01.2025","26,75","26,90","26,92","26,57","1,70M","0,06%"
"22.01.2025","26,94","26,86","27,08","26,58","2,06M","0,71%"
"23.01.2025","26,86","26,94","27,49","26,63","631,18K","-0,28%"
"24.01.2025","27,27","26,95","27,42","26,95","900,81K","1,51%"
"27.01.2025","27,16","27,00","27,20","26,64","1,08M","-0,42%"
"28.01.2025","28,59","27,16","28,73","27,15","2,19M","5,30%"
"29.01.2025","28,87","28,81","29,47","28,53","1,60M","0,96%"
"30.01.2025","30,10","28,97","30,35","28,97","2,94M","4,26%"
"31.01.2025","30,00","30,12","30,36","29,58","2,52M","-0,32%"
"03.02.2025","28,64","29,00","29,20","28,43","3,04M","-4,55%"
"04.02.2025","29,50","28,99","29,88","28,99","2,40M","3,00%"
"05.02.2025","29,31","29,53","29,87","29,15","2,40M","-0,66%"
"06.02.2025","29,65","29,33","29,79","29,20","1,42M","1,18%"
"07.02.2025","29,57","29,75","30,25","29,50","2,52M","-0,27%"
"10.02.2025","29,89","29,60","30,05","29,35","1,66M","1,08%"
"11.02.2025","29,83","29,99","30,05","29,63","1,25M","-0,22%"
"12.02.2025","30,13","29,83","30,36","29,83","3,93M","1,02%"
"13.02.2025","30,82","30,30","31,18","30,27","2,51M","2,29%"
"14.02.2025","30,92","30,90","31,26","30,80","3,60M","0,34%"
"17.02.2025","30,92","30,92","31,22","30,64","1,88M","0,00%"
"18.02.2025","30,75","31,00","31,18","30,44","3,17M","-0,57%"
"19.02.2025","30,26","30,75","31,20","29,99","1,99M","-1,59%"
"20.02.2025","29,14","30,26","30,29","29,10","3,48M","-3,72%"
"21.02.2025","29,65","29,19","29,96","29,18","3,28M","1,77%"
"24.02.2025","28,80","29,65","29,96","28,75","3,91M","-2,88%"
"25.02.2025","29,11","28,77","29,35","28,60","2,87M","1,09%"
"26.02.2025","29,35","29,30","29,69","29,21","2,52M","0,82%"
"27.02.2025","28,14","29,10","29,22","28,14","4,08M","-4,14%"
"28.02.2025","27,99","28,02","28,25","27,70","5,66M","-0,52%"
"03.03.2025","28,09","28,04","28,35","27,81","3,22M","0,36%"
"04.03.2025","27,56","27,88","27,89","27,41","3,89M","-1,89%"
"05.03.2025","28,61","27,86","28,80","27,80","3,68M","3,83%"
"06.03.2025","29,17","28,75","29,30","28,75","2,24M","1,92%"
"07.03.2025","28,90","29,00","29,18","28,58","2,06M","-0,91%"
"10.03.2025","28,42","28,85","28,90","28,25","1,80M","-1,64%"
"11.03.2025","28,63","28,42","28,73","28,21","3,50M","0,72%"
"12.03.2025","28,50","28,90","29,04","28,50","4,51M","-0,45%"
"13.03.2025","32,38","30,50","32,97","29,84","15,87M","13,61%"
"14.03.2025","32,02","32,44","33,39","31,92","8,01M","-1,11%"
